customer_id,age,membership_years,number_of_children,quantity,unit_price,avg_purchase_value,purchase_frequency,avg_discount_used,online_purchases,in_store_purchases,total_sales,total_transactions,total_items_purchased,promotion_effectiveness,days_since_last_purchase,gender,income_bracket,marital_status,education_level,occupation,product_category,promotion_type,transaction_date,last_purchase_date,loyalty_program,churn,promo_flag
C1218,55,6,4,3.0416666666666665,52.6848247535045,152.63006617367566,12.0,0.360421532768937,150,74,10989.364764504648,3599,4393,0.5694444444444444,695,Female,Medium,Single,PhD,Unemployed,Beauty,no_promotion,2024-02-03,2024-02-03,0,0,1
C1219,22,14,2,3.1805555555555554,50.286456865315785,157.33367321546783,5.142857142857143,0.31861486636975694,166,69,11328.024471513683,3455,2816,0.5972222222222222,702,Other,Medium,Married,Master's,Self-Employed,Beauty,no_promotion,2024-01-27,2024-01-27,1,0,1
C1220,39,14,4,3.0694444444444446,50.22162284554197,150.23824569108396,5.142857142857143,0.24174706717092154,190,37,10817.153689758044,3023,4755,0.625,700,Other,Medium,Single,Bachelor's,Student,Books,no_promotion,2024-01-29,2024-01-29,1,1,1
C1221,35,2,1,2.7916666666666665,54.28871559745821,145.46982670856931,36.0,0.2939484949147805,152,56,10473.827523016991,2159,1064,0.6805555555555556,693,Other,Medium,Married,Master's,Employed,Beauty,Discount,2024-02-05,2024-02-05,0,1,1
C1222,34,15,2,3.138888888888889,54.33958100404502,177.94109946466958,4.8,0.30981028704274016,169,68,12811.75916145621,1871,1877,0.6944444444444444,694,Male,Low,Single,Bachelor's,Retired,Home,BOGO,2024-02-04,2024-02-04,1,1,1
C1223,34,9,2,2.6944444444444446,48.87249583616955,130.0994319529531,8.0,0.3383842484943915,142,57,9367.159100612624,1799,5519,0.625,690,Female,High,Divorced,High School,Self-Employed,Electronics,no_promotion,2024-02-08,2024-02-08,0,0,1
C1224,29,2,3,3.138888888888889,48.103309107127316,148.68967376981016,36.0,0.31030676316857253,143,95,10705.656511426332,1727,4832,0.5694444444444444,692,Female,High,Single,High School,Self-Employed,Electronics,no_promotion,2024-02-06,2024-02-06,1,0,1
C1225,37,15,4,2.75,53.32394203184302,147.80201812737207,4.8,0.25301104672272345,138,69,10641.745305170789,2807,7106,0.5972222222222222,701,Male,Low,Married,Master's,Self-Employed,Sports,no_promotion,2024-01-28,2024-01-28,0,1,1
C1226,56,6,4,3.0972222222222223,56.42827843771674,175.43175065993898,12.0,0.3162493786769491,151,81,12631.086047515606,3383,1590,0.6388888888888888,687,Male,High,Single,High School,Unemployed,Beauty,BOGO,2024-02-11,2024-02-11,0,0,1
C1227,31,7,2,2.8472222222222223,52.46885328437876,152.06697651980295,10.285714285714286,0.34953321126240067,166,51,10948.822309425812,2303,4450,0.6111111111111112,693,Male,High,Married,Bachelor's,Unemployed,Home,no_promotion,2024-02-05,2024-02-05,1,0,1
C1228,35,2,3,2.8055555555555554,48.72075526972513,137.43664942833914,36.0,0.2565942727597379,140,72,9895.438758840419,719,3080,0.5972222222222222,685,Male,Low,Married,Master's,Unemployed,Electronics,no_promotion,2024-02-13,2024-02-13,0,1,1
C1229,41,3,3,3.0555555555555554,49.69515987773859,157.98795864436607,24.0,0.2529696306029242,161,65,11375.133022394357,3455,3386,0.5972222222222222,685,Male,High,Divorced,Bachelor's,Employed,Electronics,no_promotion,2024-02-13,2024-02-13,1,0,1
C1230,31,5,4,2.888888888888889,48.0467247141323,143.04692165048684,14.399999999999999,0.2854454016989675,149,65,10299.378358835052,1367,1646,0.5277777777777778,688,Male,Low,Divorced,Master's,Unemployed,Electronics,no_promotion,2024-02-10,2024-02-10,1,1,1
C1231,29,6,0,3.0555555555555554,53.983791262536016,166.93016505014404,12.0,0.316639176964176,141,93,12018.971883610371,1367,4896,0.6527777777777778,685,Male,Low,Divorced,PhD,Student,Electronics,Discount,2024-02-13,2024-02-13,1,1,1
C1232,45,5,1,3.3055555555555554,51.17239930548408,168.9683472219363,14.399999999999999,0.34193837727049947,148,96,12165.720999979414,3527,5850,0.6388888888888888,684,Female,Low,Divorced,PhD,Employed,Sports,BOGO,2024-02-14,2024-02-14,1,0,1
C1233,28,5,1,3.0277777777777777,50.4022417533516,158.07559461781432,14.399999999999999,0.3645126184464428,130,94,11381.442812482632,2087,6192,0.6388888888888888,681,Other,Low,Single,PhD,Student,Beauty,Discount,2024-02-17,2024-02-17,1,0,1
C1234,34,11,0,3.2222222222222223,53.109648087844974,170.5082591989561,6.545454545454546,0.30195092951715363,191,48,12276.594662324838,719,3975,0.5972222222222222,679,Male,High,Married,High School,Employed,Books,no_promotion,2024-02-19,2024-02-19,1,0,1
C1235,57,11,2,3.0972222222222223,51.08562292121674,153.68520625455005,6.545454545454546,0.2705915726106602,150,80,11065.334850327605,3455,6702,0.6111111111111112,680,Other,Medium,Single,PhD,Retired,Electronics,no_promotion,2024-02-18,2024-02-18,1,0,1
C1236,45,6,4,2.9305555555555554,49.06800861241656,145.9176369483608,12.0,0.26299317003131506,160,55,10506.069860281978,1871,5680,0.6111111111111112,682,Male,High,Single,PhD,Self-Employed,Electronics,no_promotion,2024-02-16,2024-02-16,1,0,1
C1237,21,7,1,2.986111111111111,52.53278694340278,152.9785088847222,10.285714285714286,0.35210404285694374,136,85,11014.452639699999,503,1219,0.6944444444444444,679,Female,High,Divorced,Bachelor's,Self-Employed,Clothing,Discount,2024-02-19,2024-02-19,1,0,1
C1238,66,11,1,2.9583333333333335,50.96967521044931,151.06245084179724,6.545454545454546,0.3471557425102858,164,60,10876.496460609402,3023,7337,0.5555555555555556,680,Male,High,Single,Bachelor's,Self-Employed,Clothing,no_promotion,2024-02-18,2024-02-18,1,1,1
C1239,45,2,4,3.0555555555555554,51.276210920295384,159.85067701451487,36.0,0.3244844402800744,175,52,11509.24874504507,575,1728,0.6527777777777778,683,Female,High,Married,PhD,Student,Electronics,Discount,2024-02-15,2024-02-15,0,0,1
C1240,32,12,1,2.8472222222222223,49.52263803138005,144.33374742747347,6.0,0.3100694466761188,157,56,10392.02981477809,1007,2722,0.5972222222222222,683,Other,Low,Married,PhD,Employed,Clothing,no_promotion,2024-02-15,2024-02-15,1,1,1
C1241,24,10,3,3.375,51.25377409278795,174.99370748226292,7.199999999999999,0.3615898991381412,156,96,12599.54693872293,1583,5711,0.625,676,Other,Low,Single,PhD,Unemployed,Electronics,no_promotion,2024-02-22,2024-02-22,1,1,1
C1242,23,11,2,3.111111111111111,49.94302757310577,158.80127695908976,6.545454545454546,0.24384101594154048,143,94,11433.691941054463,1439,1588,0.5972222222222222,674,Other,Medium,Married,Master's,Employed,Clothing,no_promotion,2024-02-24,2024-02-24,0,1,1
C1243,31,8,4,2.888888888888889,50.548577366800686,147.05253765595762,9.0,0.3247613047035972,157,56,10587.782711228949,3527,5965,0.5833333333333334,673,Female,Low,Divorced,High School,Retired,Electronics,no_promotion,2024-02-25,2024-02-25,1,0,1
C1244,57,9,4,2.9166666666666665,52.71424500002467,151.67678055567887,8.0,0.25079617446462654,132,79,10920.72820000888,3671,3733,0.5972222222222222,670,Other,High,Divorced,High School,Student,Clothing,no_promotion,2024-02-28,2024-02-28,0,1,1
C1245,18,3,0,3.263888888888889,48.90724763426793,155.94221039356188,24.0,0.33918666683123316,154,89,11227.839148336456,1655,4622,0.5416666666666666,668,Other,High,Divorced,Bachelor's,Employed,Clothing,no_promotion,2024-03-01,2024-03-01,1,0,1
C1246,52,7,1,3.0972222222222223,53.023053638215664,169.35999041330058,10.285714285714286,0.30472356181442894,162,58,12193.91930975764,1727,1442,0.6527777777777778,668,Male,Low,Divorced,Bachelor's,Unemployed,Sports,BOGO,2024-03-01,2024-03-01,1,0,1
C1247,41,7,2,3.0972222222222223,54.01429198145194,172.31479324059305,10.285714285714286,0.2902933491273024,178,45,12406.665113322699,3455,2666,0.625,672,Other,Medium,Divorced,High School,Self-Employed,Clothing,no_promotion,2024-02-26,2024-02-26,0,0,1
C1248,41,11,2,2.5416666666666665,50.54212285486232,130.92099141944928,6.545454545454546,0.22444541073443172,149,44,9426.311382200349,1727,4931,0.6666666666666666,665,Female,Low,Married,Bachelor's,Unemployed,Beauty,Discount,2024-03-04,2024-03-04,1,0,1
C1249,49,14,1,3.0277777777777777,55.24761150758953,163.67941706314508,5.142857142857143,0.34885737444829135,171,52,11784.918028546446,1511,7273,0.6666666666666666,664,Other,High,Single,PhD,Self-Employed,Clothing,Discount,2024-03-05,2024-03-05,1,1,1
C1250,25,10,4,2.9027777777777777,52.09520710016509,150.91499506732703,7.199999999999999,0.22241147937147965,146,63,10865.879644847546,647,6397,0.6111111111111112,690,Male,High,Divorced,High School,Student,Home,no_promotion,2024-02-08,2024-02-08,0,1,1
C1251,63,1,0,3.0694444444444446,47.79125151895957,149.19306011243424,72.0,0.23897715378592788,166,56,10741.900328095266,3527,6842,0.625,668,Male,Medium,Divorced,PhD,Student,Sports,no_promotion,2024-03-01,2024-03-01,0,0,1
C1252,20,9,0,2.9027777777777777,51.53017776362444,145.78959994338663,8.0,0.36771175845900855,113,102,10496.851195923839,2447,5245,0.625,663,Female,Low,Divorced,Bachelor's,Student,Sports,no_promotion,2024-03-06,2024-03-06,0,0,1
C1253,53,15,2,3.1527777777777777,49.56325167063911,157.52945279764,4.8,0.2619788273971812,165,68,11342.12060143008,1007,6558,0.5694444444444444,662,Female,Low,Single,Bachelor's,Employed,Home,no_promotion,2024-03-07,2024-03-07,0,1,1
C1254,35,14,1,3.236111111111111,50.914519269036504,168.95335485392377,5.142857142857143,0.3168809147595823,165,68,12164.641549482512,3455,4693,0.5833333333333334,659,Male,Low,Divorced,PhD,Employed,Clothing,no_promotion,2024-03-10,2024-03-10,1,0,1
C1255,69,13,4,2.986111111111111,50.842267031390236,145.48296147583468,5.538461538461538,0.3076266838288961,162,57,10474.773226260097,1727,4462,0.6388888888888888,659,Male,High,Divorced,Master's,Retired,Clothing,no_promotion,2024-03-10,2024-03-10,1,0,1
C1256,68,1,4,2.736111111111111,52.61918192703439,136.19654303814548,72.0,0.3335504903263591,137,72,9806.151098746475,791,5668,0.5,667,Female,Medium,Single,Bachelor's,Student,Beauty,no_promotion,2024-03-02,2024-03-02,0,0,1
C1257,38,1,2,2.9444444444444446,52.86007463912071,150.17876038935253,72.0,0.30419562993876575,130,95,10812.870748033381,2231,4962,0.5555555555555556,657,Male,High,Single,Master's,Employed,Books,no_promotion,2024-03-12,2024-03-12,0,1,1
C1258,57,9,1,3.013888888888889,48.435716028495996,146.46149680914664,8.0,0.21635741313146548,161,58,10545.227770258558,2807,1940,0.625,657,Male,High,Single,High School,Student,Sports,no_promotion,2024-03-12,2024-03-12,1,1,1
C1259,48,13,3,2.763888888888889,53.864245094896205,146.20368953934064,5.538461538461538,0.3517065630485982,159,46,10526.665646832527,2591,6750,0.6666666666666666,657,Female,Low,Married,PhD,Retired,Books,BOGO,2024-03-12,2024-03-12,1,0,1
C1260,25,15,1,2.8194444444444446,52.62712523748982,145.4910560305352,4.8,0.3392940370397627,120,82,10475.356034198534,719,6753,0.4305555555555556,655,Male,Medium,Single,High School,Employed,Sports,no_promotion,2024-03-14,2024-03-14,0,0,1
C1261,23,2,0,3.0416666666666665,47.562919067622744,143.96167146857883,36.0,0.3259201370493318,160,69,10365.240345737675,647,5977,0.6111111111111112,653,Male,Medium,Married,Master's,Self-Employed,Sports,no_promotion,2024-03-16,2024-03-16,1,0,1
C1262,19,8,2,2.861111111111111,49.43299915950406,145.68282997134955,9.0,0.3005737983066282,151,59,10489.163757937167,1943,1642,0.5555555555555556,654,Female,Medium,Single,Master's,Unemployed,Books,no_promotion,2024-03-15,2024-03-15,1,0,1
C1263,30,14,1,2.9583333333333335,50.77299103749623,154.3105008902665,5.142857142857143,0.3021584625494898,169,48,11110.356064099187,2735,5826,0.625,668,Female,Low,Divorced,Master's,Self-Employed,Home,no_promotion,2024-03-01,2024-03-01,1,1,1
C1264,34,8,3,2.9444444444444446,50.39173008105155,144.20798008105155,9.0,0.2865439463523509,173,52,10382.974565835711,2591,3667,0.5694444444444444,650,Male,Medium,Married,Master's,Retired,Books,no_promotion,2024-03-19,2024-03-19,0,0,1
C1265,37,8,4,3.4166666666666665,50.534434626525524,173.41498036416218,9.0,0.27084009264193654,202,44,12485.878586219676,3527,2980,0.6388888888888888,649,Female,High,Divorced,PhD,Self-Employed,Books,no_promotion,2024-03-20,2024-03-20,0,0,1
C1266,21,9,0,3.0694444444444446,53.9130639091999,168.47323621266614,8.0,0.273714463998519,147,74,12130.073007311961,1727,5400,0.6388888888888888,649,Female,Low,Divorced,Master's,Self-Employed,Clothing,no_promotion,2024-03-20,2024-03-20,0,0,1
C1267,33,5,4,2.8472222222222223,46.91605311547855,134.65530067540152,14.399999999999999,0.35400204618837605,156,59,9695.18164862891,863,1787,0.5833333333333334,649,Female,Low,Married,PhD,Retired,Electronics,no_promotion,2024-03-20,2024-03-20,0,0,1
C1268,21,5,4,2.8333333333333335,50.810934157013065,148.64030247103918,14.399999999999999,0.26438275889564233,146,72,10702.10177791482,863,6897,0.5972222222222222,649,Male,High,Divorced,High School,Retired,Clothing,no_promotion,2024-03-20,2024-03-20,0,0,1
C1269,68,11,1,3.125,49.16670140189197,142.37461806855865,6.545454545454546,0.2484280960213597,166,66,10250.972500936223,3599,2528,0.6111111111111112,644,Other,Medium,Married,High School,Retired,Books,no_promotion,2024-03-25,2024-03-25,1,0,1
C1270,38,8,0,3.2777777777777777,50.01004071208091,158.44363507054584,9.0,0.30976015448718225,178,60,11407.941725079301,2663,4408,0.5694444444444444,651,Male,Medium,Divorced,Bachelor's,Retired,Sports,no_promotion,2024-03-18,2024-03-18,1,0,1
C1271,47,2,0,3.1805555555555554,48.111600120684614,149.09139468581367,36.0,0.31027797374417543,170,74,10734.580417378584,647,4043,0.625,646,Other,Medium,Single,High School,Unemployed,Sports,no_promotion,2024-03-23,2024-03-23,0,1,1
C1272,32,7,1,3.1805555555555554,52.2633575726658,168.80692675221786,10.285714285714286,0.33790532333254064,172,56,12154.098726159686,791,4256,0.5972222222222222,643,Other,High,Divorced,PhD,Self-Employed,Home,no_promotion,2024-03-26,2024-03-26,0,1,1
C1273,27,6,2,2.9305555555555554,54.30615941689139,161.82523550044945,12.0,0.2924242977997676,162,54,11651.41695603236,1871,6401,0.5833333333333334,642,Other,Medium,Divorced,High School,Self-Employed,Books,no_promotion,2024-03-27,2024-03-27,0,0,1
C1274,58,12,1,2.9722222222222223,50.65534174539171,152.24837539362522,6.0,0.30434969276078805,136,79,10961.883028341015,647,5105,0.5694444444444444,644,Female,Low,Married,PhD,Unemployed,Electronics,no_promotion,2024-03-25,2024-03-25,0,1,1
C1275,67,2,2,2.7777777777777777,50.176703759167275,142.06725931472283,36.0,0.31539106772250886,158,48,10228.842670660044,863,3295,0.6805555555555556,639,Female,Low,Divorced,High School,Student,Electronics,BOGO,2024-03-30,2024-03-30,1,0,1
C1276,48,3,0,3.0972222222222223,51.81978621629248,156.7651810814624,24.0,0.28347247285907695,148,78,11287.093037865292,3311,3314,0.5555555555555556,638,Female,Medium,Married,PhD,Unemployed,Beauty,no_promotion,2024-03-31,2024-03-31,1,1,1
C1277,55,8,4,2.986111111111111,51.05646193411666,154.3940421809111,9.0,0.3442038861289789,149,75,11116.3710370256,2879,3019,0.5694444444444444,636,Female,Medium,Divorced,Bachelor's,Retired,Clothing,no_promotion,2024-04-02,2024-04-02,1,0,1
C1278,68,3,2,2.986111111111111,49.84722968115871,154.04861857004758,24.0,0.236518651671583,141,84,11091.500537043426,2519,5326,0.5416666666666666,639,Male,High,Single,Master's,Self-Employed,Clothing,no_promotion,2024-03-30,2024-03-30,1,1,1
C1279,49,5,0,3.0555555555555554,51.75828456256783,155.371152458469,14.399999999999999,0.3601524205931605,154,72,11186.722977009767,2231,1658,0.6388888888888888,634,Female,High,Married,PhD,Retired,Beauty,no_promotion,2024-04-04,2024-04-04,1,1,1
C1280,56,6,1,3.138888888888889,47.6774464528244,148.84820448634417,12.0,0.334298237881046,152,76,10717.07072301678,1295,2597,0.6805555555555556,639,Male,High,Divorced,Master's,Self-Employed,Books,BOGO,2024-03-30,2024-03-30,0,1,1
C1281,60,7,4,3.138888888888889,51.02255395327761,165.86243803533264,10.285714285714286,0.3465592280703853,159,78,11942.09553854395,719,3030,0.5972222222222222,632,Male,High,Married,Bachelor's,Employed,Sports,no_promotion,2024-04-06,2024-04-06,1,0,1
C1282,46,12,4,3.25,50.94616887257858,162.21261552293493,6.0,0.23596207459021099,188,52,11679.308317651316,2663,2680,0.6388888888888888,634,Other,High,Divorced,Bachelor's,Self-Employed,Electronics,no_promotion,2024-04-04,2024-04-04,0,1,1
C1283,48,5,4,3.3333333333333335,51.14288318015614,171.53556049840233,14.399999999999999,0.22342551258187227,164,77,12350.560355884969,935,3332,0.625,631,Female,High,Single,Master's,Unemployed,Home,no_promotion,2024-04-07,2024-04-07,0,0,1
C1284,36,3,0,3.111111111111111,51.22594424070549,159.04586029615527,24.0,0.35795133693913056,161,72,11451.30194132318,3311,2668,0.6666666666666666,631,Other,High,Divorced,High School,Unemployed,Books,BOGO,2024-04-07,2024-04-07,1,0,1
C1285,52,1,0,3.0,57.456296238855444,170.1041664943441,72.0,0.2840321080732449,175,45,12247.499987592775,1871,7413,0.6388888888888888,633,Female,High,Divorced,Master's,Employed,Sports,Discount,2024-04-05,2024-04-05,0,1,1
C1286,60,10,3,3.0277777777777777,50.283859368159106,152.2569652504142,7.199999999999999,0.35113164556888765,152,77,10962.501498029822,3023,2302,0.625,627,Male,Medium,Divorced,Master's,Self-Employed,Books,no_promotion,2024-04-11,2024-04-11,0,1,1
C1287,52,9,3,2.888888888888889,52.00453011353954,139.68161344687286,8.0,0.21903728300848427,142,72,10057.076168174846,2375,6111,0.5277777777777778,630,Female,Low,Divorced,Bachelor's,Self-Employed,Clothing,no_promotion,2024-04-08,2024-04-08,1,1,1
C1288,61,1,4,3.111111111111111,56.945891038429394,171.6834252648287,72.0,0.24675879193302416,137,84,12361.206619067667,719,1876,0.6805555555555556,625,Male,High,Married,Bachelor's,Employed,Beauty,Discount,2024-04-13,2024-04-13,1,1,1
C1289,28,5,4,3.0416666666666665,55.15696864864218,168.2394023723465,14.399999999999999,0.3009175389011061,138,93,12113.236970808948,2447,5687,0.5555555555555556,627,Female,Low,Divorced,High School,Self-Employed,Clothing,no_promotion,2024-04-11,2024-04-11,0,1,1
C1290,54,1,2,3.125,53.76001874480946,169.7702138681267,72.0,0.2823118050472402,123,107,12223.455398505123,3167,6773,0.5972222222222222,624,Female,High,Divorced,Bachelor's,Retired,Beauty,no_promotion,2024-04-14,2024-04-14,0,0,1
C1291,54,12,2,2.9305555555555554,55.159290815994524,160.26748526043897,6.0,0.2266217693964086,149,65,11539.258938751605,2807,4170,0.6111111111111112,623,Male,Medium,Single,High School,Employed,Clothing,Discount,2024-04-15,2024-04-15,0,0,1
C1292,33,4,1,3.0416666666666665,50.36245844139143,153.97326442917938,18.0,0.3006022292206256,156,77,11086.075038900915,2087,2734,0.5972222222222222,621,Other,High,Married,High School,Self-Employed,Books,no_promotion,2024-04-17,2024-04-17,1,0,1
C1293,65,15,3,3.0833333333333335,49.24835199522714,150.6307877539135,4.8,0.3590664142952082,180,50,10845.416718281771,1223,3961,0.5972222222222222,620,Female,High,Married,High School,Student,Sports,no_promotion,2024-04-18,2024-04-18,1,1,1
C1294,31,4,4,2.9305555555555554,48.94992688048842,146.51741218021988,18.0,0.2604704124048119,137,80,10549.253676975832,1583,7334,0.5,619,Female,Medium,Divorced,Bachelor's,Unemployed,Beauty,no_promotion,2024-04-19,2024-04-19,1,0,1
C1295,20,3,2,3.0833333333333335,52.594891817006015,161.53487575169675,24.0,0.2727327448141452,164,65,11630.511054122166,2231,5041,0.625,618,Other,Low,Married,High School,Student,Home,Discount,2024-04-20,2024-04-20,1,0,1
C1296,58,5,2,2.8472222222222223,48.12703846402768,139.4186645423606,14.399999999999999,0.3363894642146785,154,54,10038.143847049963,3527,1496,0.4583333333333333,627,Female,Medium,Single,Bachelor's,Unemployed,Books,no_promotion,2024-04-11,2024-04-11,0,0,1
C1297,68,6,2,3.1666666666666665,51.70689012205015,167.50961357743364,12.0,0.2297257150712526,155,78,12060.692177575222,3455,3322,0.5277777777777778,629,Other,Medium,Married,PhD,Student,Beauty,no_promotion,2024-04-09,2024-04-09,1,1,1
C1298,62,1,2,3.2222222222222223,52.397474130766184,156.09994826153238,72.0,0.29402173465730397,165,77,11239.19627483033,431,5342,0.5416666666666666,618,Female,Low,Married,PhD,Employed,Electronics,no_promotion,2024-04-20,2024-04-20,1,1,1
C1299,59,13,0,2.6805555555555554,57.78650305319573,160.27890415486752,5.538461538461538,0.24813481414677177,112,82,11540.081099150462,3383,4580,0.6666666666666666,617,Male,High,Single,PhD,Self-Employed,Electronics,BOGO,2024-04-21,2024-04-21,1,0,1
C1300,21,3,4,2.875,51.45793204558485,148.42589484900606,24.0,0.31690633091255677,159,63,10686.664429128436,2087,2363,0.4166666666666667,613,Other,Low,Single,Master's,Self-Employed,Electronics,no_promotion,2024-04-25,2024-04-25,0,0,1
C1301,53,3,2,2.861111111111111,53.0877692595092,151.01789111186096,24.0,0.3061513352605963,155,55,10873.28816005399,3239,3299,0.6111111111111112,623,Male,Low,Divorced,Bachelor's,Student,Sports,no_promotion,2024-04-15,2024-04-15,1,0,1
C1302,57,10,0,3.125,47.8777365722377,148.49400184450639,7.199999999999999,0.29293393549197205,167,67,10691.56813280446,719,7421,0.7083333333333334,611,Male,High,Single,Bachelor's,Self-Employed,Electronics,Discount,2024-04-27,2024-04-27,0,0,1
C1303,27,10,1,3.111111111111111,52.437148476194125,165.06678834922093,7.199999999999999,0.29272686740283127,158,80,11884.808761143908,1511,2236,0.6805555555555556,615,Male,Medium,Married,High School,Student,Electronics,BOGO,2024-04-23,2024-04-23,0,1,1
C1304,21,10,2,3.013888888888889,50.87556391616877,149.20556391616876,7.199999999999999,0.34038856969139314,155,66,10742.80060196415,1007,6048,0.6527777777777778,613,Female,High,Divorced,High School,Retired,Electronics,BOGO,2024-04-25,2024-04-25,0,0,1
C1305,45,5,4,3.013888888888889,46.28297456667856,136.87572925559124,14.399999999999999,0.2837696686073414,147,76,9855.05250640257,1655,7270,0.5694444444444444,608,Other,Medium,Divorced,PhD,Retired,Clothing,no_promotion,2024-04-30,2024-04-30,0,0,1
C1306,42,4,2,3.0277777777777777,50.5047657804941,149.71161489432154,18.0,0.33419225754425486,161,60,10779.23627239115,1727,1440,0.6111111111111112,608,Female,Medium,Single,Master's,Employed,Electronics,no_promotion,2024-04-30,2024-04-30,0,0,1
C1307,18,1,4,3.1666666666666665,50.02241925477411,156.15167960720385,72.0,0.2516695284011801,170,63,11242.920931718678,1295,2815,0.6805555555555556,606,Male,Medium,Divorced,Bachelor's,Retired,Clothing,Discount,2024-05-02,2024-05-02,1,0,1
C1308,36,6,4,3.1944444444444446,50.54592890910329,165.73482674752427,12.0,0.2733198460135158,138,94,11932.907525821747,1655,4906,0.6111111111111112,614,Other,High,Married,Bachelor's,Unemployed,Books,no_promotion,2024-04-24,2024-04-24,1,0,1
C1309,24,9,2,2.8194444444444446,51.50776582738481,138.56954748215443,8.0,0.2830573916520567,153,57,9977.007418715119,1727,1352,0.5277777777777778,609,Female,High,Single,High School,Self-Employed,Electronics,no_promotion,2024-04-29,2024-04-29,0,0,1
C1310,36,14,1,2.9444444444444446,51.48602181728339,152.7641269679001,5.142857142857143,0.3226265756413843,129,85,10999.017141688808,1727,6330,0.5833333333333334,603,Other,High,Single,PhD,Self-Employed,Sports,no_promotion,2024-05-05,2024-05-05,1,0,1
C1311,57,8,4,2.7222222222222223,48.75566295005428,130.21385739449872,9.0,0.32582362960432665,149,56,9375.397732403908,863,1275,0.6666666666666666,603,Male,Medium,Single,Master's,Unemployed,Electronics,Discount,2024-05-05,2024-05-05,1,0,1
C1312,45,13,3,2.736111111111111,51.0232135690135,147.56479872049843,5.538461538461538,0.2553536021717858,153,53,10624.665507875887,3527,5449,0.5138888888888888,605,Male,High,Married,PhD,Self-Employed,Clothing,no_promotion,2024-05-03,2024-05-03,0,0,1
C1313,50,7,1,2.875,53.29557071179001,153.87686618049338,10.285714285714286,0.25082618269221213,141,64,11079.134364995523,3455,923,0.5833333333333334,607,Other,Medium,Married,Bachelor's,Retired,Books,no_promotion,2024-05-01,2024-05-01,0,1,1
C1314,23,3,4,2.8333333333333335,50.3092684507716,139.8892684507716,24.0,0.22287885465442392,137,82,10072.027328455555,2087,6611,0.5833333333333334,601,Female,High,Single,High School,Unemployed,Sports,no_promotion,2024-05-07,2024-05-07,1,1,1
C1315,26,4,4,2.736111111111111,49.567563534291125,133.37798020095778,18.0,0.26371803035064717,145,56,9603.21457446896,1871,5164,0.5972222222222222,605,Other,High,Divorced,Master's,Unemployed,Electronics,no_promotion,2024-05-03,2024-05-03,1,1,1
C1316,26,15,3,2.875,52.297033968631986,151.99601238170843,4.8,0.2765480939069718,152,60,10943.712891483006,1655,2725,0.5694444444444444,598,Other,Medium,Divorced,Master's,Employed,Beauty,no_promotion,2024-05-10,2024-05-10,1,0,1
C1317,29,4,1,2.9166666666666665,53.163089825413614,158.29544912706808,18.0,0.2499894105465977,147,60,11397.272337148901,3095,4093,0.625,603,Female,Medium,Married,Bachelor's,Employed,Sports,no_promotion,2024-05-05,2024-05-05,1,0,1
C1318,41,12,4,3.0416666666666665,51.02968023053691,154.70422157218493,6.0,0.2167033432307532,181,52,11138.703953197315,1223,2593,0.5,602,Female,Medium,Married,Master's,Self-Employed,Sports,no_promotion,2024-05-06,2024-05-06,1,0,1
C1319,49,5,4,3.013888888888889,54.26442130405043,161.64391207580766,14.399999999999999,0.2939227407982269,125,98,11638.361669458152,3311,1076,0.5694444444444444,598,Female,Low,Single,Master's,Employed,Clothing,no_promotion,2024-05-10,2024-05-10,0,0,1
C1320,21,9,0,3.1666666666666665,53.69889204773821,170.38278725432573,8.0,0.2796815833764781,150,88,12267.560682311452,1799,4185,0.6944444444444444,595,Other,Low,Single,Bachelor's,Self-Employed,Beauty,Discount,2024-05-13,2024-05-13,1,0,1
C1321,29,14,4,3.1527777777777777,51.4420492735274,166.87257076927705,5.142857142857143,0.27401958019370065,164,76,12014.825095387947,2231,2745,0.5833333333333334,594,Male,Low,Divorced,Master's,Student,Books,no_promotion,2024-05-14,2024-05-14,1,0,1
C1322,49,2,0,3.0694444444444446,49.53821384331807,153.43327203993897,36.0,0.33997172240309814,167,67,11047.195586875605,2807,2161,0.6527777777777778,591,Other,Medium,Divorced,Bachelor's,Employed,Beauty,no_promotion,2024-05-17,2024-05-17,1,0,1
C1323,31,9,1,2.9444444444444446,52.21321113760084,155.99577791022642,8.0,0.3386676595355226,160,60,11231.696009536303,3095,7335,0.5694444444444444,594,Other,Low,Divorced,High School,Employed,Home,no_promotion,2024-05-14,2024-05-14,1,0,1
C1324,66,1,2,3.138888888888889,48.916246448563626,150.87402422634142,72.0,0.24014779850292575,181,61,10862.929744296582,1655,5553,0.5833333333333334,589,Male,Medium,Married,Bachelor's,Self-Employed,Beauty,no_promotion,2024-05-19,2024-05-19,0,0,1
C1325,66,9,1,2.638888888888889,53.55736779610363,144.15557561053308,8.0,0.26668665974549677,128,66,10379.201443958382,2375,5227,0.6666666666666666,600,Other,Medium,Married,PhD,Unemployed,Electronics,Discount,2024-05-08,2024-05-08,1,0,1
C1326,59,3,4,3.3055555555555554,52.73924230376561,177.6898734964201,24.0,0.24990610107737762,171,76,12793.670891742247,3095,5708,0.5972222222222222,590,Other,Medium,Single,High School,Self-Employed,Books,no_promotion,2024-05-18,2024-05-18,0,0,1
