age,membership_years,number_of_children,quantity,unit_price,avg_purchase_value,purchase_frequency,avg_discount_used,online_purchases,in_store_purchases,total_transactions,total_items_purchased,promotion_effectiveness,days_since_last_purchase,loyalty_program,promo_flag,gender_Female,gender_Male,gender_Other,income_bracket_High,income_bracket_Low,income_bracket_Medium,marital_status_Divorced,marital_status_Married,marital_status_Single,education_level_Bachelor's,education_level_High School,education_level_Master's,education_level_PhD,occupation_Employed,occupation_Retired,occupation_Self-Employed,occupation_Student,occupation_Unemployed,product_category_Beauty,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Groceries,product_category_Home,product_category_Home Goods,product_category_Sports,product_category_Toys,promotion_type_20% Off,promotion_type_BOGO,promotion_type_Buy One Get One Free,promotion_type_Discount,promotion_type_Seasonal Discount,churn_prob
23,2,0,2.5211267605633805,50.41591549295775,129.67,35.5,0.02,284,0,639,5964,1.0,370,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
24,2,4,2.704225352112676,47.55098591549296,127.02211267605634,35.5,10.783070662780508,568,568,2130,1917,1.0,379,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0
58,3,2,2.5416666666666665,52.66041666666667,132.40722222222223,24.0,0.03,216,0,2376,5544,1.0,494,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.98
48,10,4,2.6619718309859155,49.87802816901409,132.98915492957747,7.1,13.396364307572856,0,284,426,852,1.0,380,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
59,1,3,2.4444444444444446,48.503194444444446,121.52263888888888,72.0,0.02,72,0,2880,1440,1.0,371,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.005
57,12,3,2.430555555555556,50.48777777777778,123.47430555555556,6.0,0.01,216,0,2304,7272,1.0,370,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
39,6,3,2.619718309859155,52.1787323943662,139.9343661971831,11.833333333333334,9.576744180930373,0,426,497,6177,1.0,370,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
40,4,2,2.6666666666666665,48.72,129.38583333333335,18.0,8.484291688565325,0,720,2736,5688,1.0,382,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
32,2,1,3.1527777777777777,46.42548323582156,145.88881081857576,36.0,0.3077275153810062,190,37,3383,5192,0.5972222222222222,909,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18
18,15,3,2.6619718309859155,52.33716935664469,136.25504293864148,4.733333333333333,0.2876072326922141,135,60,3265,4660,0.6197183098591549,568,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145
21,5,4,2.708333333333333,44.888888888888886,124.70847222222224,14.4,0.28,72,0,864,6768,1.0,381,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.005
69,10,2,2.591549295774648,52.04816901408451,130.8625352112676,7.1,11.988521437096658,284,710,1065,2911,1.0,379,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
44,11,0,2.464788732394366,50.70619718309859,128.04267605633802,6.454545454545454,0.22,213,0,2698,6958,1.0,392,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.025
31,4,4,2.805555555555556,50.64930555555556,140.73666666666668,18.0,0.18,0,144,1584,7272,1.0,376,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.005
55,9,0,2.736111111111111,46.20373713416196,121.6005040922034,8.0,0.2582207061394777,126,72,1583,2929,0.5277777777777778,769,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
63,1,0,2.555555555555556,52.53236111111111,133.01597222222222,72.0,0.04,0,288,3528,6912,1.0,371,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0
50,10,4,2.513888888888889,49.18,121.38680555555555,7.199999999999999,0.25,432,0,2160,7200,1.0,493,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0
39,4,0,2.375,49.69513888888889,117.44375,18.0,0.18,144,0,864,5904,1.0,492,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.99
48,3,0,2.647887323943662,47.957605633802814,127.21,23.666666666666668,0.3,142,0,3266,3195,1.0,494,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.985
26,12,0,2.309859154929577,52.1556338028169,121.4087323943662,5.916666666666667,0.29,284,0,2840,6177,1.0,380,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.01
35,12,0,2.4444444444444446,49.397777777777776,119.40208333333334,6.0,5.543592706147611,576,360,864,5616,1.0,385,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
51,14,1,2.486111111111111,48.704166666666666,121.77208333333334,5.142857142857143,5.486951393525363,72,648,1944,4896,1.0,372,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
31,4,4,2.4166666666666665,47.703472222222224,114.8548611111111,18.0,0.18,0,144,1584,7272,1.0,372,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
62,1,2,2.611111111111111,49.88847222222222,128.85819444444445,72.0,0.12,288,0,432,5400,1.0,491,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.98
46,13,4,2.4722222222222223,54.53416666666666,136.81847222222223,5.538461538461538,0.3,144,0,3024,4104,1.0,494,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.98
40,13,4,2.422535211267605,51.79957746478873,127.75704225352112,5.461538461538462,0.25,142,0,2769,2982,1.0,378,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.015
55,11,2,2.5774647887323945,46.31845070422536,119.62915492957748,6.454545454545454,0.09,0,71,3550,4828,1.0,494,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.99
34,9,2,2.4166666666666665,45.09944444444445,108.89277777777778,8.0,14.663665891596189,576,0,1728,5328,1.0,378,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
49,6,2,2.6619718309859155,49.65915492957747,131.82464788732392,11.833333333333334,9.366820202264352,497,71,710,2201,1.0,373,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0
58,1,0,2.375,51.2225,121.59125,72.0,0.09,0,72,432,4032,1.0,371,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.005
26,13,1,2.464788732394366,49.430845070422535,117.40605633802816,5.461538461538462,0.15,497,0,2840,6674,1.0,498,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.995
33,4,1,3.0416666666666665,50.36245844139143,153.97326442917938,18.0,0.3006022292206256,156,77,2087,2734,0.5972222222222222,628,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.095
21,7,1,3.0422535211267605,52.268334040543984,157.3806117430598,10.142857142857142,0.3486141534441588,185,42,3620,6320,0.5774647887323944,552,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.14
26,12,0,2.380281690140845,49.41183098591549,115.30070422535212,5.916666666666667,0.29,284,0,2840,6177,1.0,371,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.005
33,1,1,2.732394366197183,53.25295774647888,147.2207042253521,71.0,0.14,0,71,3266,2130,1.0,505,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.97
31,5,1,2.4027777777777777,48.74055555555556,118.09916666666666,14.4,10.511517226231629,288,648,2808,1440,1.0,382,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
44,15,3,2.625,46.184583333333336,117.12472222222222,4.8,0.13,0,216,1512,5760,1.0,490,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.985
47,8,1,2.4444444444444446,51.10736111111111,128.04055555555556,9.0,12.707630080622156,0,72,792,2808,1.0,380,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
21,10,2,2.492957746478873,51.77197183098591,126.58323943661972,7.1,0.11,0,355,994,6106,1.0,371,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.005
60,4,0,2.535211267605634,49.19366197183098,129.28112676056338,17.75,0.15,0,142,1988,4828,1.0,371,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.005
40,15,4,2.464788732394366,51.16535211267606,125.4250704225352,4.733333333333333,0.18,284,0,3337,4615,1.0,374,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.01
38,15,4,2.4788732394366195,47.80915492957746,119.32577464788731,4.733333333333333,0.19,71,0,3337,2272,1.0,491,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.99
56,8,0,2.5277777777777777,47.99388888888889,120.48333333333332,9.0,0.04,0,432,1512,7128,1.0,375,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0
31,12,1,2.3194444444444446,49.091388888888886,112.26972222222224,6.0,0.17,288,0,504,6048,1.0,376,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.005
20,13,1,2.6338028169014085,50.05859154929577,124.7561971830986,5.461538461538462,0.28,284,0,710,6461,1.0,390,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
25,1,2,2.361111111111111,54.69958333333333,133.71458333333334,72.0,0.13,216,0,1512,4968,1.0,498,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.985
56,6,4,2.436619718309859,50.60647887323944,125.81394366197183,11.833333333333334,11.519955264740332,497,213,3266,1349,1.0,381,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
37,11,3,2.375,50.81944444444444,123.0773611111111,6.545454545454546,0.09,0,288,2088,4104,1.0,393,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
26,5,1,2.4788732394366195,48.99352112676056,120.31,14.2,0.18,0,213,1207,2485,1.0,491,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.97
60,4,4,2.5211267605633805,47.69732394366198,118.38028169014083,17.75,0.02,0,213,1136,1775,1.0,373,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
66,10,0,2.887323943661972,50.72125930618567,146.7316569430525,7.1,0.2568607318408774,149,63,1774,1266,0.6338028169014085,517,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12
47,9,2,2.763888888888889,51.95666666666667,149.35111111111112,8.0,0.09,144,0,936,1584,1.0,371,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.015
22,10,4,2.5211267605633805,48.98352112676056,119.8043661971831,7.1,0.13,142,0,639,7100,1.0,372,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.005
45,2,4,2.6527777777777777,49.9725,129.81583333333333,36.0,11.342879700165357,360,432,504,1512,1.0,374,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
49,5,0,2.5694444444444446,50.27263888888889,128.20291666666668,14.4,0.08,0,216,2232,1656,1.0,495,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.985
41,11,2,2.4444444444444446,48.65638888888889,118.95847222222224,6.545454545454546,0.28,0,144,1728,4896,1.0,374,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.005
56,15,4,2.388888888888889,50.56222222222223,121.59597222222222,4.8,0.1,144,0,2088,5688,1.0,370,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
67,5,1,2.4444444444444446,47.316805555555554,113.8934722222222,14.4,0.25,144,0,1584,7128,1.0,507,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.99
39,9,0,2.3943661971830985,45.8843661971831,113.30943661971833,7.888888888888888,0.18,0,71,2840,5538,1.0,376,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.01
37,15,4,2.611111111111111,50.79486111111111,133.70569444444445,4.8,0.22,0,144,2808,7056,1.0,527,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.995
32,2,0,2.816901408450704,49.54386984829024,139.76435941489035,35.5,0.3473646036328707,126,73,3265,4813,0.6338028169014085,486,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.81
68,11,1,2.3661971830985915,47.43760563380282,115.14450704225352,6.454545454545454,0.14,284,0,3550,2556,1.0,371,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.01
69,11,3,2.788732394366197,52.92044212295453,146.4025547990109,6.454545454545454,0.3475440992439441,135,73,2555,5522,0.6619718309859155,458,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.105
60,1,0,2.2222222222222223,47.80888888888889,105.55652777777776,72.0,0.06,0,288,1512,4320,1.0,372,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.015
26,4,2,2.605633802816901,48.63732394366197,129.52084507042252,17.75,0.21,284,0,852,3195,1.0,378,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
55,4,4,2.555555555555556,47.8825,120.80777777777776,18.0,6.927618209488768,360,432,432,4824,1.0,384,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
33,1,2,2.563380281690141,51.76859154929578,132.31028169014084,71.0,0.04,142,0,2982,4047,1.0,371,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
24,12,2,2.708333333333333,50.77763888888889,134.63444444444443,6.0,0.28,360,0,1152,6336,1.0,373,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.01
66,12,1,2.5492957746478875,54.82323943661972,145.97169014084506,5.916666666666667,0.08,0,213,3195,4828,1.0,499,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.985
63,10,4,2.638888888888889,49.6225,129.8720833333333,7.199999999999999,0.11,216,0,1872,3888,1.0,490,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
57,9,1,2.492957746478873,48.8256338028169,122.66830985915496,7.888888888888888,0.08,0,213,2769,1917,1.0,496,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.975
34,15,2,2.507042253521127,49.39732394366197,126.23394366197184,4.733333333333333,0.07,284,0,1846,1917,1.0,499,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0
44,9,1,3.263888888888889,44.48087563833353,145.88586366444522,8.0,0.2802058469421821,178,62,1583,4119,0.5972222222222222,838,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.11
66,9,1,3.013888888888889,52.01714631100658,158.6285222663531,8.0,0.2931028790732679,166,62,2231,2014,0.6805555555555556,735,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.135
38,15,4,2.611111111111111,47.383472222222224,120.18916666666668,4.8,0.19,72,0,3384,2304,1.0,508,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.99
28,5,1,3.0277777777777777,50.4022417533516,158.07559461781432,14.4,0.3645126184464428,130,94,2087,6192,0.6388888888888888,688,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08
30,12,3,2.638888888888889,49.812916666666666,131.24694444444447,6.0,9.407550945435665,504,0,504,6192,1.0,375,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
38,8,0,2.583333333333333,52.524166666666666,133.67319444444445,9.0,0.2,0,216,2664,4392,1.0,370,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.01
61,13,2,2.5277777777777777,52.29208333333334,133.93097222222224,5.538461538461538,10.541547708051995,72,72,3024,4176,1.0,370,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0
46,9,3,2.605633802816901,52.22816901408451,139.62408450704226,7.888888888888888,0.23,142,0,3621,6745,1.0,372,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.01
26,14,0,2.563380281690141,49.24070422535211,124.76478873239436,5.071428571428571,0.06,284,0,1136,2911,1.0,374,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
47,10,0,2.4722222222222223,53.531666666666666,128.39138888888888,7.199999999999999,0.21,72,0,1512,1008,1.0,373,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.01
33,12,1,2.943661971830986,48.37561858924617,143.50250478412616,5.916666666666667,0.2902281206438731,160,57,2910,4538,0.6619718309859155,569,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.15
35,12,3,2.5972222222222223,53.23583333333333,141.88944444444445,6.0,0.03,0,216,3384,5544,1.0,500,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.995
56,15,1,2.507042253521127,54.09478873239436,138.30239436619718,4.733333333333333,0.19,142,0,923,5751,1.0,372,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.015
44,6,3,2.563380281690141,48.02464788732394,124.05760563380282,11.833333333333334,0.11,71,0,1136,1988,1.0,373,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.015
61,15,3,2.5492957746478875,47.70014084507042,118.29507042253522,4.733333333333333,6.043439896799889,71,284,1491,5964,1.0,377,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
49,8,4,2.611111111111111,50.21986111111111,132.5641666666667,9.0,0.05,144,0,1368,1080,1.0,500,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
46,14,3,2.507042253521127,52.01380281690141,130.9150704225352,5.071428571428571,0.28,0,71,2769,1491,1.0,377,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0
63,1,0,3.0694444444444446,47.79125151895957,149.19306011243424,72.0,0.2389771537859278,166,56,3527,6842,0.625,675,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14
66,12,0,3.0,48.92957028844285,154.26123695510952,6.0,0.3202348098379034,150,73,2015,6839,0.6388888888888888,888,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.115
36,14,0,2.464788732394366,47.23042253521127,117.31169014084506,5.071428571428571,12.27544002550685,355,639,568,1846,1.0,388,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
40,15,4,2.4027777777777777,41.70402777777778,99.91486111111112,4.8,0.18,288,0,3384,4680,1.0,386,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.01
32,12,2,2.5492957746478875,49.52577464788733,128.0007042253521,5.916666666666667,0.11,0,213,2698,2414,1.0,378,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
24,10,3,2.436619718309859,45.95295774647887,109.7430985915493,7.1,0.17,0,142,1562,5538,1.0,492,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.995
64,12,3,2.535211267605634,52.41380281690141,131.71563380281688,5.916666666666667,0.18,426,0,2201,5467,1.0,498,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
37,11,3,2.971830985915493,50.28669761603149,145.04644582663633,6.454545454545454,0.3409191784043007,142,72,2058,3969,0.5774647887323944,491,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.145
28,5,4,2.4788732394366195,50.40239436619719,124.92084507042252,14.2,0.1,284,0,2414,5680,1.0,493,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.98
21,1,2,2.6619718309859155,46.9981690140845,125.47535211267606,71.0,9.921265665388862,71,639,3195,1775,1.0,374,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
43,4,1,2.736111111111111,46.28097222222223,129.15027777777777,18.0,0.28,288,0,1944,5400,1.0,383,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.005
32,2,0,2.3943661971830985,52.15647887323944,125.98859154929578,35.5,0.1,213,0,3266,4828,1.0,493,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0
39,14,4,2.507042253521127,49.71098591549296,129.53352112676055,5.071428571428571,0.01,213,0,2982,4686,1.0,497,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.975
59,1,3,2.4166666666666665,47.57013888888889,116.88180555555556,72.0,0.02,72,0,2880,1440,1.0,378,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
57,14,4,2.9295774647887325,51.41212669066854,144.39395767658405,5.071428571428571,0.2424758708798756,140,75,1348,6171,0.6056338028169014,512,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.145
42,13,2,2.6619718309859155,50.06211267605634,129.65633802816902,5.461538461538462,0.01,426,0,497,7384,1.0,385,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
