customer_id,age,gender,income_bracket,loyalty_program,membership_years,marital_status,number_of_children,education_level,occupation,transaction_id,transaction_date,product_category,quantity,unit_price,avg_purchase_value,purchase_frequency,last_purchase_date,avg_discount_used,online_purchases,in_store_purchases,total_sales,total_transactions,total_items_purchased,promotion_type,promotion_effectiveness,days_since_last_purchase,churn
C1258,57,Male,High,Yes,9,Single,1,High School,Student,TX-1303001e,2023-12-04,Home,6,44.68,268.08,High,2023-12-04,0.06,0,6,252.0,39,30,BOGO,High,756,0
C1258,57,Male,High,Yes,9,Single,1,High School,Student,TX-37f4a90e,2024-02-16,Books,1,61.64,61.64,Medium,2024-02-16,0.1,1,0,55.48,39,25,,Medium,682,0
C1258,57,Male,High,Yes,9,Single,1,High School,Student,TX-8ca6790d,2023-07-12,Books,2,73.78,147.56,High,2023-07-12,0.08,2,0,135.76,39,26,,Medium,901,0
C1258,57,Male,High,Yes,9,Single,1,High School,Student,TX-3eb00c34,2023-03-22,Clothing,4,30.81,123.24,Low,2023-03-22,0.13,0,4,107.22,39,28,Discount,Medium,1013,0
C1258,57,Male,High,Yes,9,Single,1,High School,Student,TX-0cdf1163,2024-02-16,Electronics,3,70.69,,Medium,2024-02-16,0.23,3,0,163.29,39,27,BOGO,Low,682,0
C1258,57,Male,High,Yes,9,Single,1,High School,Student,TX-1d848ee7,2024-02-09,Sports,3,43.0,129.0,High,2024-02-09,0.02,0,3,126.42,39,27,,Low,689,0
C1258,57,Male,High,Yes,9,Single,1,High School,Student,TX-51ca2ab6,2023-08-14,Home,5,63.81,319.05,Medium,2023-08-14,0.08,5,0,293.53,39,29,BOGO,High,868,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-40a3bd80,2024-02-21,Clothing,1,49.19,49.19,High,2024-02-21,0.0,0,1,49.19,36,92,Discount,High,677,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-6aad6cf6,2023-11-21,Beauty,3,47.42,142.26,Medium,2023-11-21,0.05,3,0,135.15,36,94,,Low,769,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-dd42a08d,2024-03-03,Beauty,2,65.02,130.04,High,2024-03-03,0.17,0,2,,36,93,BOGO,Low,666,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-6d544a66,2023-04-09,Clothing,4,34.91,139.64,High,2023-04-09,0.3,4,0,97.75,36,95,BOGO,Low,995,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-4509d4f8,2024-02-19,Books,1,31.88,31.88,Medium,2024-02-19,0.09,1,0,29.01,36,92,,High,679,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-7c9fb615,2023-10-10,Sports,3,38.49,115.47,Low,2023-10-10,0.09,0,3,105.08,36,94,,Low,811,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-f861becc,2023-07-05,Electronics,1,75.18,75.18,High,2023-07-05,0.05,0,1,71.42,36,92,,Medium,908,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-9277cb39,2023-04-02,Clothing,4,93.94,375.76,High,2023-04-02,0.29,4,0,,36,95,,High,1002,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-ef90d5ce,2023-05-28,Electronics,1,56.52,56.52,High,2023-05-28,0.17,0,1,46.91,36,92,Discount,Low,946,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-9b43784c,2023-05-03,Clothing,1,53.34,53.34,Low,2023-05-03,0.28,1,0,38.4,36,92,Discount,Low,971,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-c05a2a81,2024-01-03,Home,5,34.13,170.65,High,2024-01-03,0.16,5,0,143.35,36,96,,Medium,726,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-b87f8c66,2023-08-20,Clothing,1,39.63,39.63,Medium,2023-08-20,0.09,0,1,,36,92,BOGO,Low,862,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-5d661199,2024-01-13,Beauty,3,41.99,125.97,High,2024-01-13,0.3,3,0,88.18,36,94,,Medium,716,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-a5426194,2023-10-07,Electronics,5,75.08,375.4,,2023-10-07,0.23,5,0,289.06,36,96,BOGO,Low,814,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-8623135d,2023-09-15,Clothing,3,36.08,108.24,High,2023-09-15,0.16,0,3,90.92,36,94,BOGO,Low,836,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-8186eed6,2024-01-18,Books,2,68.01,136.02,Low,2024-01-18,0.07,2,0,126.5,36,93,Discount,Low,711,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-ae1291e5,2023-06-22,Books,3,61.62,184.86,Low,2023-06-22,0.05,3,0,175.62,36,94,,Low,921,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-df416927,2024-02-13,Clothing,5,74.52,372.6,Low,2024-02-13,0.04,5,0,357.7,36,96,BOGO,High,685,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-3ea74ccc,2023-09-13,Electronics,2,55.77,111.54,,2023-09-13,0.13,2,0,97.04,36,93,BOGO,Medium,838,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-9cb0e36b,2023-08-06,Beauty,1,65.19,65.19,High,2023-08-06,0.07,1,0,60.63,36,92,BOGO,Medium,876,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-432f8d68,2024-01-28,Electronics,5,31.9,,High,2024-01-28,0.1,5,0,143.55,36,96,,Low,701,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-b907a748,2024-02-17,Home,2,28.86,57.72,Medium,2024-02-17,0.21,2,0,45.6,36,93,BOGO,High,681,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-10846404,2024-01-05,Electronics,3,49.78,149.34,High,2024-01-05,0.29,3,0,106.03,36,94,,High,724,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-d8211808,2023-11-03,Books,3,47.86,143.57999999999998,High,2023-11-03,0.22,3,0,111.99,36,94,Discount,High,787,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-56c542c5,2023-11-07,Sports,1,100.03,100.03,Low,2023-11-07,0.25,1,0,75.02,36,92,,Low,783,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-7a0b0693,2023-10-19,Clothing,4,53.74,,Medium,2023-10-19,0.21,4,0,169.82,36,95,Discount,Low,802,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-704751a9,2023-11-21,Beauty,2,25.08,50.16,High,2023-11-21,0.12,0,2,44.14,36,93,Discount,Low,769,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-24401bef,2023-03-25,Electronics,3,60.37,181.11,Medium,2023-03-25,0.08,3,0,166.62,36,94,,Low,1010,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-83e504a9,2023-03-28,Sports,1,60.75,60.75,High,2023-03-28,0.04,1,0,58.32,36,92,Discount,Medium,1007,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-622c4758,2023-06-02,Books,2,60.36,,Low,2023-06-02,0.29,2,0,85.71,36,93,,High,941,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-c9133db0,2023-06-19,Beauty,4,93.3,373.2,Low,2023-06-19,0.03,4,0,362.0,36,95,Discount,High,924,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-14d58bb7,2024-01-23,Electronics,2,79.49,,Medium,2024-01-23,0.2,2,0,127.18,36,93,BOGO,Medium,706,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-9012b451,2023-06-09,Books,3,58.96,176.88,Medium,2023-06-09,0.06,0,3,166.27,36,94,Discount,Low,934,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-55052b49,2024-01-21,Books,2,23.37,,Medium,2024-01-21,0.14,2,0,40.2,36,93,BOGO,Medium,708,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-ded75190,2023-10-09,Books,4,23.48,93.92,Low,2023-10-09,0.16,0,4,78.89,36,95,,Low,812,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-f93160f3,2023-08-16,Beauty,1,76.23,76.23,High,2023-08-16,0.2,0,1,60.98,36,92,BOGO,Low,866,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-2ff9632f,2023-05-07,Electronics,3,36.53,109.59,Medium,2023-05-07,0.22,3,0,85.48,36,94,BOGO,Low,967,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-a3a5eb87,2023-09-08,Electronics,4,44.61,178.44,Medium,2023-09-08,0.06,4,0,167.73,36,95,Discount,Medium,843,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-0f4ad88d,2023-10-14,Clothing,3,106.23,318.69,Low,2023-10-14,0.07,3,0,296.38,36,94,Discount,Medium,807,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-51d725af,2023-08-27,Books,1,8.38,8.38,Low,2023-08-27,0.17,1,0,6.96,36,92,BOGO,Medium,855,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-1d01e1ac,2023-04-03,Sports,1,93.52,93.52,High,2023-04-03,0.09,0,1,85.1,36,92,BOGO,Medium,1001,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-527420a1,2023-11-28,Electronics,6,20.51,123.06,Low,2023-11-28,0.05,6,0,116.91,36,97,,Medium,762,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-084c7b83,2023-11-10,Electronics,2,40.77,81.54,Medium,2023-11-10,0.28,2,0,58.71,36,93,Discount,Low,780,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-1131371c,2023-06-23,Beauty,1,42.65,,Low,2023-06-23,0.26,1,0,31.56,36,92,BOGO,High,920,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-4d8bf41f,2023-05-21,Electronics,4,33.05,,Low,2023-05-21,0.11,4,0,117.66,36,95,,High,953,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-68a3d320,2023-05-14,Beauty,3,38.35,115.05,Medium,2023-05-14,0.22,0,3,89.74,36,94,Discount,Medium,960,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-bd484900,2024-01-15,Books,5,78.8,394.0,High,2024-01-15,0.24,5,0,299.44,36,96,BOGO,High,714,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-fb0d8db6,2023-06-24,Clothing,3,68.39,205.17,Medium,2023-06-24,0.07,3,0,190.81,36,94,BOGO,Medium,919,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-3bfa9fbe,2023-08-28,Home,3,36.93,,,2023-08-28,0.25,3,0,83.09,36,94,,High,854,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-e907aae7,2023-04-12,Electronics,6,32.97,197.82,Medium,2023-04-12,0.24,6,0,150.34,36,97,BOGO,High,992,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-c35422f5,2024-03-12,Sports,2,32.93,65.86,High,2024-03-12,0.22,2,0,51.37,36,93,,Medium,657,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-33c1f5d0,2023-12-01,Books,3,61.52,184.56,Medium,2023-12-01,0.13,3,0,160.57,36,94,,High,759,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-31db1398,2024-02-18,Sports,5,86.73,433.65,Low,2024-02-18,0.06,0,5,407.63,36,96,BOGO,Medium,680,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-9ccee93c,2023-09-11,Books,4,53.75,,Low,2023-09-11,0.3,4,0,150.5,36,95,,Low,840,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-eec59661,2023-08-19,Home,4,50.14,,Medium,2023-08-19,0.26,0,4,148.41,36,95,Discount,High,863,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-aba8e90a,2023-08-09,Books,2,50.02,,Medium,2023-08-09,0.14,0,2,86.03,36,93,BOGO,Medium,873,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-655d1295,2024-02-18,Beauty,4,37.69,150.76,Low,2024-02-18,0.02,4,0,147.74,36,95,Discount,Low,680,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-80f703ad,2023-06-11,Books,2,68.36,,High,2023-06-11,0.22,0,2,106.64,36,93,BOGO,Medium,932,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-1ebad31c,2023-10-14,Sports,1,56.75,56.75,Medium,2023-10-14,0.13,0,1,49.37,36,92,Discount,Medium,807,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-00061bf4,2023-05-18,Electronics,2,55.34,,Medium,2023-05-18,0.28,2,0,79.69,36,93,Discount,Medium,956,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-7d21b934,2023-05-25,Home,4,40.08,,Medium,2023-05-25,0.11,4,0,142.68,36,95,BOGO,High,949,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-a2055618,2023-06-27,Home,4,74.1,296.4,Medium,2023-06-27,0.29,4,0,210.44,36,95,,Low,916,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-dc0c644d,2023-12-16,Electronics,3,41.33,123.99,Low,2023-12-16,0.27,3,0,90.51,36,94,,High,744,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-b3996db3,2023-05-13,Clothing,4,52.41,209.64,Low,2023-05-13,0.3,4,0,146.75,36,95,BOGO,Medium,961,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-30ba7b8a,2024-01-16,Electronics,3,45.7,137.10000000000002,Medium,2024-01-16,0.09,3,0,124.76,36,94,Discount,Medium,713,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-6cc7c698,2024-01-24,Books,4,59.46,237.84,Low,2024-01-24,0.1,0,4,214.06,36,95,Discount,High,705,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-ee956a3a,2023-08-31,Home,2,92.96,185.92,High,2023-08-31,0.17,2,0,,36,93,BOGO,Medium,851,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-94bf5286,2023-06-10,Books,2,49.34,98.68,,2023-06-10,0.26,2,0,73.02,36,93,Discount,Low,933,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-b9883c81,2023-06-04,Books,2,51.08,102.16,Low,2023-06-04,0.06,2,0,96.03,36,93,,Medium,939,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-d8758c81,2023-09-21,Sports,1,59.96,59.96,Medium,2023-09-21,0.26,1,0,44.37,36,92,BOGO,Low,830,0
C1259,48,Female,Low,Yes,13,Married,3,PhD,Retired,TX-91b855d1,2023-12-06,Sports,2,20.56,41.12,Low,2023-12-06,0.16,0,2,34.54,36,93,,Low,754,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-feeaac24,2023-07-05,Beauty,3,37.4,112.2,Low,2023-07-05,0.2,3,0,89.76,10,94,,Medium,908,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-536e64a7,2023-09-29,Sports,4,101.55,406.2,Low,2023-09-29,0.25,0,4,304.65,10,95,BOGO,Medium,822,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-02d9c115,2024-02-17,Sports,1,41.72,41.72,Low,2024-02-17,0.14,0,1,35.88,10,92,,Medium,681,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-0e24c8b8,2023-06-14,Electronics,3,82.18,,Low,2023-06-14,0.3,3,0,172.58,10,94,,High,929,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-47066625,2023-11-28,Clothing,1,42.83,42.83,Medium,2023-11-28,0.28,1,0,30.84,10,92,,Low,762,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-0bdedc07,2023-07-19,Books,3,35.34,106.02,Medium,2023-07-19,0.21,3,0,83.76,10,94,,Medium,894,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-99c10362,2023-10-29,Home,3,77.17,,,2023-10-29,0.18,3,0,189.84,10,94,,Medium,792,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-9c1badd7,2023-08-21,Sports,3,24.91,74.73,High,2023-08-21,0.07,0,3,69.5,10,94,BOGO,Low,861,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-fd55a15a,2024-03-02,Clothing,3,77.05,231.15,Medium,2024-03-02,0.29,3,0,164.12,10,94,BOGO,Low,667,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-06f6bdbe,2023-07-27,Sports,4,64.6,258.4,High,2023-07-27,0.01,0,4,255.82,10,95,,Medium,886,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-edd82e5c,2023-07-23,Electronics,1,45.81,45.81,High,2023-07-23,0.05,1,0,43.52,10,92,,Medium,890,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-b5ee7ca9,2023-07-22,Home,3,76.66,229.98,High,2023-07-22,0.11,0,3,204.68,10,94,BOGO,High,891,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-25c6d4ba,2023-06-01,Sports,1,48.73,48.73,High,2023-06-01,0.04,1,0,46.78,10,92,,High,942,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-72da02d0,2023-07-04,Beauty,3,58.89,176.67000000000002,,2023-07-04,0.07,3,0,164.3,10,94,,Medium,909,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-4a2671b5,2023-09-08,Clothing,2,73.11,,High,2023-09-08,0.0,2,0,146.22,10,93,BOGO,High,843,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-5523114e,2023-06-18,Books,5,56.46,282.3,Medium,2023-06-18,0.04,0,5,,10,96,,Medium,925,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-1412a377,2023-08-30,Beauty,3,68.34,205.02,,2023-08-30,0.0,3,0,205.02,10,94,,Low,852,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-7ff7d204,2023-09-03,Beauty,2,47.26,94.52,High,2023-09-03,0.26,2,0,69.94,10,93,,Low,848,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-712bf082,2024-02-22,Home,4,30.22,120.88,Medium,2024-02-22,0.18,0,4,99.12,10,95,,Medium,676,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-8d17e0ba,2023-12-29,Books,3,59.87,179.61,Medium,2023-12-29,0.25,3,0,134.71,10,94,,Low,731,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-b99f8386,2024-03-14,Books,2,93.29,186.58,High,2024-03-14,0.15,2,0,158.59,10,93,,High,655,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-2a22997b,2023-04-30,Home,1,51.27,51.27,High,2023-04-30,0.04,0,1,49.22,10,92,,High,974,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-50d3c6f8,2023-07-12,Beauty,3,85.32,255.96,Medium,2023-07-12,0.1,3,0,,10,94,BOGO,Medium,901,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-e117e144,2023-08-30,Sports,2,65.14,130.28,High,2023-08-30,0.14,2,0,,10,93,BOGO,Medium,852,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-d8f216a8,2024-02-29,Home,4,64.15,,High,2024-02-29,0.09,0,4,233.51,10,95,Discount,Medium,669,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-08c7d13f,2023-03-25,Beauty,3,36.79,110.37,Medium,2023-03-25,0.11,0,3,98.23,10,94,,High,1010,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-80355d33,2023-08-14,Home,5,59.84,299.20000000000005,Medium,2023-08-14,0.0,0,5,299.2,10,96,Discount,Medium,868,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-544f0650,2023-05-09,Clothing,3,45.22,,High,2023-05-09,0.11,0,3,120.74,10,94,Discount,Low,965,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-3352c24d,2023-12-07,Beauty,1,29.17,29.17,Medium,2023-12-07,0.26,0,1,,10,92,,Low,753,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-00917af9,2023-12-31,Beauty,2,87.78,175.56,High,2023-12-31,0.13,2,0,,10,93,Discount,Low,729,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-6452650f,2024-02-26,Beauty,1,68.92,68.92,Low,2024-02-26,0.04,0,1,66.16,10,92,Discount,High,672,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-7a2b02d9,2024-02-17,Books,1,63.3,63.3,Medium,2024-02-17,0.06,1,0,59.5,10,92,Discount,Medium,681,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-3788678f,2023-04-07,Sports,5,61.82,309.1,Low,2023-04-07,0.03,5,0,299.83,10,96,,Low,997,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-5ef71953,2024-03-01,Clothing,4,31.73,126.92,High,2024-03-01,0.06,4,0,119.3,10,95,,High,668,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-bda2715d,2023-06-26,Electronics,2,35.0,70.0,High,2023-06-26,0.09,0,2,63.7,10,93,BOGO,Medium,917,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-596537cd,2023-11-22,Electronics,3,42.2,,Medium,2023-11-22,0.05,3,0,120.27,10,94,BOGO,Low,768,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-da204e06,2023-04-18,Clothing,3,31.67,95.01,Low,2023-04-18,0.29,3,0,67.46,10,94,BOGO,Medium,986,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-6a582b55,2023-04-07,Beauty,3,45.81,137.43,High,2023-04-07,0.02,0,3,134.68,10,94,Discount,High,997,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-c78c22c6,2023-04-07,Beauty,2,35.64,71.28,High,2023-04-07,0.08,0,2,65.58,10,93,BOGO,High,997,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-514c6725,2024-02-01,Electronics,3,1.07,3.21,High,2024-02-01,0.08,3,0,2.95,10,94,,Medium,697,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-8d83b04e,2023-07-20,Sports,2,85.69,171.38,High,2023-07-20,0.17,0,2,142.25,10,93,,Medium,893,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-d3f422c8,2023-06-16,Sports,2,25.35,50.7,High,2023-06-16,0.17,0,2,42.08,10,93,,Medium,927,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-dd7415f8,2023-09-15,Books,6,52.62,315.72,Medium,2023-09-15,0.02,0,6,309.41,10,97,,High,836,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-5566c02b,2024-02-01,Clothing,2,56.64,113.28,High,2024-02-01,0.26,2,0,,10,93,BOGO,Low,697,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-e09ea49d,2023-08-23,Clothing,2,40.4,80.8,Low,2023-08-23,0.21,2,0,63.83,10,93,Discount,Low,859,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-27d4e39b,2023-12-19,Home,4,42.87,171.48,Low,2023-12-19,0.06,4,0,161.19,10,95,Discount,Medium,741,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-f5dcb21a,2023-11-10,Electronics,4,53.58,214.32,Low,2023-11-10,0.17,4,0,177.89,10,95,,Medium,780,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-4f67f26c,2024-02-02,Electronics,1,74.51,74.51,High,2024-02-02,0.22,1,0,58.12,10,92,,High,696,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-1a7a0ecc,2023-07-29,Books,7,33.79,236.53,High,2023-07-29,0.06,7,0,222.34,10,98,,Medium,884,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-deec7df0,2024-02-06,Home,3,44.09,132.27,High,2024-02-06,0.11,0,3,117.72,10,94,,Low,692,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-31351389,2024-01-15,Sports,2,34.02,68.04,Low,2024-01-15,0.27,0,2,,10,93,BOGO,High,714,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-f517a8c0,2023-12-09,Home,6,38.12,228.72,Low,2023-12-09,0.26,6,0,169.25,10,97,,Medium,751,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-373b723c,2023-03-23,Electronics,4,37.88,151.52,Low,2023-03-23,0.28,0,4,109.09,10,95,,High,1012,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-42c410db,2023-11-15,Sports,4,30.75,123.0,High,2023-11-15,0.16,4,0,103.32,10,95,,High,775,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-3445b47c,2023-06-28,Books,3,68.7,206.1,Medium,2023-06-28,0.16,3,0,173.12,10,94,BOGO,Medium,915,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-c742d87e,2023-10-05,Sports,3,41.56,124.68,Medium,2023-10-05,0.11,3,0,110.97,10,94,,Low,816,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-edca1574,2023-08-02,Beauty,2,17.78,35.56,,2023-08-02,0.29,2,0,25.25,10,93,,Low,880,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-29712d80,2023-12-07,Electronics,1,59.51,59.51,Low,2023-12-07,0.07,1,0,55.34,10,92,,High,753,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-6cf1f228,2023-07-19,Books,2,80.16,160.32,High,2023-07-19,0.11,2,0,142.68,10,93,Discount,High,894,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-0bc1ee33,2023-12-12,Sports,2,25.03,,High,2023-12-12,0.21,0,2,39.55,10,93,Discount,High,748,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-7b125aa2,2023-07-07,Beauty,3,35.57,106.71,High,2023-07-07,0.08,3,0,98.17,10,94,,Medium,906,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-5992c94c,2023-07-15,Home,1,40.68,40.68,Medium,2023-07-15,0.29,0,1,28.88,10,92,Discount,High,898,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-c8df9c54,2023-12-29,Sports,3,43.17,,Low,2023-12-29,0.15,3,0,110.08,10,94,,High,731,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-c0df1534,2023-08-03,Clothing,2,41.71,83.42,Low,2023-08-03,0.21,2,0,65.9,10,93,,Medium,879,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-19b94921,2023-09-03,Home,3,82.59,247.77,High,2023-09-03,0.13,3,0,215.56,10,94,,Low,848,0
C1260,25,Male,Medium,No,15,Single,1,High School,Employed,TX-f18567d9,2023-12-04,Beauty,2,13.09,26.18,High,2023-12-04,0.07,2,0,24.35,10,93,BOGO,Low,756,0
